,Unnamed: 0,Unnamed: 0.1,address,categories,city,name,postalCode,province,reviews.rating,reviews.text,reviews.username
31,31,31,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,1.0,It was horrible the housekeeper was kept knocking on door after we asked her to clean the room after we left see goes to get manager he harassed us and threatened us cops were called it just was a mess rooms were smelly and hot i would not recommend this hotel to a dog,A Traveler
32,32,32,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,1.0,They had bed bugs badly,Lakesha
33,33,33,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,4.0,"Me and my boyfriend stayed at this hotel for two nights. I was hesitant at first from reading previous reviews.. but we had a delightful stay! We had a king size bed which was very comfortable. No issues checking in since we are 19. The room was clean, we got sick during our stay and threw up all over the bed and floor and room service had no problems cleaning everything up. Good distance from the beach.. not that close but a few blocks down. I would definitely stay here again.",A Traveler
34,34,34,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,3.0,"The front staff was very professional and courteous. The cleanliness of the room could have been better, but overall not bad. The neighborhood during The day is great for walking. At night I would not go walking without my husband.",Heather
35,35,35,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,1.0,I didn't mind it being out of date but the it not being clean and the insects was more than I could tolerate. The condition of one the beds was so bad it couldn't be slept in. Even before going to bed I canceled the rest of the reservation and couldn't wait to get out in the morning.,Melinda
36,36,36,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,1.0,It was not comfortable at all. Room smelled like smoke.,michael
37,37,37,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,4.0,"Not a quick walk to the beach, but clean and spacious room. Hotel very strict on their no cancellation policy if you choose that option. They did offer to look for something we left in the room and called us back with a response.",Adele
38,38,38,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,5.0,"All the staff was very friendly and the room was nicely cleaned every day with fresh towels, etc. The staff found my wife's gold earring while cleaning and placed it clearly on a table that we found on our return. Also, great, clean pool.",Michael
39,39,39,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,2.0,"Last min booking, it was hard to get the water hot. And when you did shower the rug in the room would get wet.",Samantha
40,40,40,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,2.0,"The room was clean, that's the best I can say about it. The hotel is older and pretty shabby, absolutely plain, no decoration, no prettying up anywhere. Just very basic, very plain, not especially nice but not horrible. Overpriced, considering the bare-ness of the whole place.",Jean
41,41,41,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,1.0,they wouldn't except my service dog so I didn't stay. I got a cheaper price right on the beach. but other than that this hotel was a roach infested dump I wouldn't have stayed there even if they excepted my service animal.,A Traveler
42,42,42,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,5.0,"Good hotel for the price. Convenient location. Short walk to the beach and boardwalk. Friendly, accommodating and helpful staff.",L
43,43,43,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,4.0,"Nothing special, but it was clean, comfortable and about 5 blocks from the boardwalk in a quieter, residential area. I would stay there again. My only interaction with staff was check in and check out, but they were friendly and extremely accommodating.",Kelsey
44,44,44,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,4.0,Very peaceful and enjoyable. Wonderful access to the places that I needed to be. The front desk clerks were very helpful.,Ellen
45,45,45,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,2.0,It was pretty good except for house keeping people kept peeping through my window 3-4 times,Devvee
46,46,46,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,1.0,Unless you have no other option don't do it. I gave them four points for cleanness. Other than that everything one star only.,A Traveler
47,47,47,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,1.0,I was very disappointed when I saw that my room had roaches. They eventually switched me to a deluxe room which was the same room but in front of the pool. That room had a stuffed up shower and the curtains were falling off the window. There were lemon slices under my bed and next to the TV. They eventually got someone to uclog the shower but the experience was not good. It was a smoke free room but you could smell cigarettes from the staff walking around smoking all the time. The hotel was cheap and close to the beach but not worth the hassle. I would not recommend anyone to stay here.,Andres
48,48,48,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,1.0,It was terrible!!! They did housekeeping but never did change the sheets. The shower was a mess and had standing water because the drain for it to escape wasnt working properly.,Tristan
49,49,49,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,5.0,"This was a great stay for the conference I was attending around the corner at the convention center. Room was clean and a great place to stay, especially for the price.",Brian
50,50,50,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,1.0,"we didn't stay , terrible location",Donna
51,51,51,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,3.0,The room was decent. We were close to the beach without having to deal with all the noise of the beach. There was nothing spectacular about the room but it wasn't dirty and that's what I was most concerned about. It's very much a you get what you pay for situation.,Melissa
52,52,52,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,3.0,The rooms were clean but the outside was not cleaned on a regular basis.,Melissa
53,53,53,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,3.0,We were there for one night. Great location for the convention center- and 3-4 blocks from the beach. I think it's right beside a firehouse- made for an interesting Saturday night! Clean comfortable room.,Robin
54,54,54,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,4.0,"I chose this hotel because of price and walking distance to the convention center. The beach would not have been a far walk but I was here for business. I travel a lot and this was a quality room for the price. There is a lot of traffic in the area, being a tourist spot, so you hear that in the evening but it was quiet at night. I never tried the restaurant that is connected to the lobby. I would definitely stay here again.",Ginia
55,55,55,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,2.0,"For the price the room could have been cleaner. The room also looked like a 12 year old painted it. The shower burnt both of us because the water was so hot and there was only three temps hot, warm and cold.",ERIC
56,56,56,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,3.0,Very loud with countless military fighter jets flying overhead. But cool to watch none the less.,A Traveler
57,57,57,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,1.0,Full of cockroach. Smelly carpet. Super expensive for the hotel.,A Traveler
58,58,58,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,1.0,"The room had a horrible smell to it and the door was so hard to open and close, the restaurant was not really a restaurant, the seafood platter had four shrimps that were smaller than my pinky fingernails, the four scallops were as small as the shrimps and they were burnt and hard",Johanna
59,59,59,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,5.0,It was great,A Traveler
60,60,60,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,3.0,"Pros: Inexpensive accommodations, clean, courteous staff, location for Convention Center, short walk to eating establishments, free wifi Cons: Free Breakfast is only in summer (not indicated on website), shower had little water coming out, wifi signal was weak",M
61,61,61,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,3.0,"No issues, got what i paid for i guess, not a 5 or 4 star hotel to say the least, but to my surprise the rooms was pretty clean and customer service was good. Its located 5 blocks from the boardwalk and you definitely can walk from the hotel. I would definitely not go there again unless i had to because of booking, however the staff and my stay was decent for a one night stay,",will
62,62,62,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,1.0,ROOMS WAS VERY DIRTY. HAD TWO ROOMS THE ROOMS WAS KIDS STAYED IN HAD BEDBUGS. NASTY,t
63,63,63,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,4.0,"Delightful stay, helpful and friendly staff, walking distance from beach and affordable! Also excellent restaurant.",Bonita
64,64,64,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,3.0,The front desk staff were awesome and so friendly. Hotel was so-so but what I expected for the price. Walking distance to beach and almost right next door to the VA beach convention center so we were satisfied.,Lauren
65,65,65,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,3.0,"I requested a king bed, which were available but ended up in room with 2 double beds.",Richard
66,66,66,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,2.0,"Traveling by myself, I did not feel comfortable walking around by myself. The neighborhood didn't feel safe. It's not the hotel's fault, just an opinion I felt important to share.",A Traveler
67,67,67,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,3.0,Room 222 appeared newly painted. Linens were clean and comfy. Pillows were fresh. Towels could be upgraded. Refrigerator and microwave in working condition. Large granite countertop adjacent to bathroom gave additional space. Bathroom counter top was spotless. Sink was deep and had more water pressure than shower. Clean outside pool. Easy to locate. Within walking distance of food/events. Front desk personnel friendly and helpful.,G
68,68,68,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,3.0,"Our stay was OK. Kind of what we expected for the money. Not amazing but not horrible. No elevator so we had to trek up two flights of stairs - that was the worst part. Other than that, decent place.",Iva
69,69,69,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,4.0,The staff was very friendly and our room was clean. Perfect size and location for a getaway.,A Traveler
70,70,70,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,5.0,is a good service and good for family,julio rosa
71,71,71,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,2.0,It was okay .,A Traveler
72,72,72,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,3.0,Clean.Reasonably priced.Still not to far from the beach.,A Traveler
73,73,73,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,3.0,Having a wedding!!!,Patty Taylor Lewis
74,74,74,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,1.0,This was disgusting. I didn't even stay and was still charged,Brian
75,75,75,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,3.0,"The staff was friendly and helpful, the room needed alot of improvement. Broken bathroom door and dirty carpet.",A Traveler
76,76,76,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,2.0,I paid over 200 a night to stay at this motel. It is not a hotel and should be classified as such. It should have been priced no more than 75 a day. It looks old and run down and it was totally out of my style. The pictures on the Internet to advertise must be fake as it's not what you get.,A Traveler
77,77,77,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,1.0,I have to say this was the worse experience I have ever had at a hotel. Upon arrival there was 3 people in front of us in line. All 3 people were there to complain and to ask for their money back. There was 2 people wanting their money refunded due to bed bugs that they had found in their room and another asking for a refund because the hotel was unable to give them the accommodations that were promised. The man at front desk was very argumentative and rude. When it was our turn we immediately explained that we were a little nervous to stay based on what we just witnessed. His logic was we might as well stay here because he was not going to give our money back and in addition to that he was insisting that we pay him 20 in cash because our child is 15 and anyone over 14 must pay additional charge. I again explained that we was just worried about bed bugs and he said that it was fine because he had called exterminator and thus had done everything he could. He was unreasonable and rude. I left the lobby in tears. We decided to inspect the room and found items that had been left there from the previous customers all over the room. In my opinion anyone considering this hotel for your vacation should just keep looking.,melissa
78,78,78,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,3.0,One night stay. Great price and close to the beach for the music festival only there to sleep. Room had been updated a little but microwave dirty and pet hair in the floor,A Traveler
79,79,79,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,1.0,"The room was dirty--cob webs in corners, dust on lamps, furniture, headboards and base boards. The mini fridge had food in freezer and was dirty, so was the microwave. The windows were smeared and looked horrible. The fluorescent bulb above the vanity was missing and the desk lamp did not have a bulb. The front desk remedied some of it, but did not offer a discount or a free night's stay. Don't stay here unless it is your only choice!",Sandra J.
80,80,80,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,1.0,Bring vodka!,Leslie Venglar
81,81,81,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,2.0,"NOT REALIZING IT BUT THE HOTEL IS UNDER RENOVATION. OUTSIDE ALL YOU SEE ARE OLD MATTRESSES IN DUMPSTERS, TRASH ALL AROUND. THERE ARE ONLY A FEW ROOMS AVAILABLE MAINLY ON THE FIRST FLOOR. THE ROOM WAS FRESHLY PAINTED IT LOOKED DECENT BUT IT SMELLED OF MOLD AND MUST I SPRAYED IT WITH FEBREEZE BUT TO NO AVAIL IT DIDN'T HELP. TOILET FLUSHES VERY LOUD. BEDS WERE MODERATELY COMFORTABLE BUT HAD NO BLANKETS.",JACQUELINE
82,82,82,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,1.0,"Worst hotel I have ever stayed at. I paid for 3 nights, left after first night. Dead spider in my bathroom, the room was gross.",Lisa
83,83,83,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,1.0,Horrible experience the room smell old the bathroom in not good condition the power when off. Room service didn't clean everyday,A Traveler
84,84,84,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,3.0,"Everything was cool....room was nice,clean, pool was good.....cons... don't like how they don't let u know when they are coming to change towels and make ur bed....I left to go to the store and come back and they were n my room....nun of my belongings were tampered with when I checked jus was unexpected",A Traveler
85,85,85,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,5.0,Excellent customer service.,A Traveler
86,86,86,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,3.0,"quick check in they, let us use their parking 4 hours prior to check in.",A Traveler
87,87,87,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,3.0,"It's nice because is close to the beach, but it's a little old need to upgrade bathrooms",A Traveler
88,88,88,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,3.0,"The staff was very friendly but the room was very outdated and for the price I paid It would have been nice to have more. the toilet was not attached to the floor and while I was away on my first day there it flooded. The staff moved us to a nicer/remodeled room but the hassle and the invasion of coming back to your room that you left a do no disturb on, having the curtains open to the whole world and the lights left on was a little unsettling.",A Traveler
89,89,89,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,1.0,Booked it online last min The pictures online are very deceiving when you book last minute you can't get a refund or we would have this place was dirty filthy smell like mildew and mold was noisy I have nothing good to say about it,A Traveler
90,90,90,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,3.0,This hotel is ready for an update. Longer walk to the beach than expected.,A Traveler
91,91,91,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,4.0,Nice hotel with friendly staff,A Traveler
92,92,92,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,3.0,I arrived late at night. The person at the front desk was very friendly and checked me in very quickly. The room a little wear and tear but was clean. I was only in the room the sleep so I was not looking for anything expensive or luxury. The bed was queen size and comfortable which was important. We were at the outer edge of a hurricane but I felt comfortable in the room during the extreme wind and rain. My car was safe the parking lot did not flood.,A Traveler
93,93,93,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,1.0,Horrible place to stay...never again,susan
94,94,94,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,3.0,"Hotel was OK. I'm used to staying in MUCH nicer hotels, but for a somewhat last minute trip and wanting to be close to the beach and center of town its what We settled for. The pool was decent and I think it was heated at night. The room was not the best, it was somewhere to sleep and put our stuff, is what it was. Nothing fancy or extra AT ALL. the sheets had a hole and they were not changed everyday. And there wasn't even an actual comforter on the bed. We had to febreeze it( it had a stale smell) and I wiped down the room myself when we got there.( for my own assurance) But we still stayed for 4 nights 5 days. We went to target,radio shack, a little grocery shopping and the mall (with Dave and busters) ect. and the furthest we ever drove was still less then 10 mins. And the beach and broad walk was a half a mile down the street. I personally would never choose to stay here again but it wasn't the worst either. Like I said it was somewhere to stay and so affordable (under our normal hotel budget) and location wise, it was great, we were in the middle of everything. We'll just say it wasn't nearly bad enough to get in the way of enjoying our vacation.",A Traveler
95,95,95,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,3.0,"RUN!!!  Very run down, rooms smell, breakfast is the worst of any hotel I've stayed at.   Will never stay here again!",Jamey Minners
96,96,96,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,4.0,"The stay was good.I enjoyed the environment,quiet and relaxing.",Angela
97,97,97,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,4.0,enjoyed the stay,james
98,98,98,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,4.0,Allow pets!,Jose
99,99,99,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,3.0,"Great price for value. The a/c was cranking when we got to our room. This continued for the duration of the week, and since it was high in the 90's, made for a comfortable night's sleep. The pillows and linens were very snuggly and soft. It felt safe to stay there all by myself. It was a few blocks further away from the beach than I expected. I'm glad I upgraded to the room with the refrigerator.",A Traveler
100,100,100,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,3.0,absolutely nothing upscale about this hotel but a comfortable place to stay. not too far away from the beach and an easy location to the highway.,A Traveler
101,101,101,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,2.0,"I reserved this room for two days because Its close to the starting line of VA beach rock and roll half marathon. Hotel charged me about 250 per night. It's about 20 min walk to the beach, breakfast was bad, bed is not comfortable, AC was loud. I really regret paying price of 5 stars hotel and getting worst service.",A Traveler
102,102,102,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,2.0,"Considering how much they charged us, the room was in poor shape, needs a lot of work to bring it up to par.",John
103,103,103,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,4.0,Great front desk staff. Clean rooms. The do a great job of keeping pool clean,A Traveler
104,104,104,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,2.0,"Overpriced for the quality and location. It was Labor Day weekend so I expected to pay more but, paying over 300/night for a room that was worth a third of that was hard to swallow. If the price was right during a normal weekend, I'd consider staying there again. Rooms need an upgrade.",Robert
105,105,105,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,1.0,Needs some tlc. It was a good room for a great price. It was only for one night and to be honest wouldn't do it again.,A Traveler
106,106,106,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,4.0,Very happy with hotel. Clean and friendly staff. Helpful. Rooms nice and cleaned great every day. The only fault was it is 7 blocks from beach but for the price that was okay. Would stay there again and may next year if we go back.,Rita Ann
107,107,107,716 21st St,Hotels,Virginia Beach,Ambassadors Inn and Suites,23451,VA,1.0,"Poor cancellation policy, governor of VA declared state of emergency and asked people not to travel, still had to pay for room",A Traveler
